Company Name,Company Rating,Global Size,Company Rating,Company Ownership Type,Company Rating,Company Age,Company Rating,Est Yearly Revenue
Solugenix Corporation,4.3,3,4.3,2,4.3,54,4.3,6
SOLUTE,3.1,2,3.1,2,3.1,21,3.1,5
SolutionStream,4,2,4,2,4,27,4,4
SolutionStream LLC.,4,2,4,2,4,27,4,4
Solutran,3,2,3,2,3,41,3,5
Sonic Automotive,3.9,6,3.9,3,3.9,47,3.9,11
Sonic Healthcare USA,2.6,7,2.6,3,2.6,36,2.6,10
Sonora Quest Laboratories,3,5,3,2,3,26,3,6
Sony Corporation,3.7,7,3.7,3,3.7,77,3.7,12
Sony PlayStation,3.5,6,3.5,13,3.5,29,3.5,12
Sony Playstation Network,3.5,6,3.5,13,3.5,29,3.5,12
Source of Future Technology Inc,4.1,1,4.1,2,4.1,42,4.1,3
Source of Future Technology Inc,4.2,1,4.2,2,4.2,42,4.2,3
Source One Technical Solutions,5,3,5,2,5,20,5,4
South Shore Health,2.6,4,2.6,2,2.6,44,2.6,5
South Shore Health System,3.7,5,3.7,8,3.7,101,3.7,2
Southcentral Foundation,3.4,5,3.4,2,3.4,41,3.4,7
Southeastern Grocers,3,4,3,2,3,9,3,12
Southern California Edison,3.8,7,3.8,13,3.8,144,3.8,12
Southern California Physicians Managed Services,4,2,4,2,4,27,4,2
Southern California Regional Rail Authority,2.4,3,2.4,6,2.4,32,2.4,5
Southern Glazer's Wine & Spirits,3.4,7,3.4,2,3.4,55,3.4,12
"Southern Indian Health Council, Inc",2.8,2,2.8,8,2.8,43,2.8,4
Southside Bank,3.4,4,3.4,3,3.4,63,3.4,7
Southwest Research Institute,4.1,5,4.1,8,4.1,76,4.1,8
Southwest Research Institute Inc.,4.1,5,4.1,8,4.1,76,4.1,8
Southwestern College (California),3.5,4,3.5,1,3.5,63,3.5,4
Spark Energy,3.2,2,3.2,3,3.2,21,3.2,7
Sparkhound,2.9,2,2.9,2,2.9,25,2.9,4
Sparx Engineering,5,1,5,2,5,18,5,2
Spaulding Rehabilitation Hospital,3.7,5,3.7,8,3.7,27,3.7,7
Spaulding Ridge LLC,4.7,2,4.7,2,4.7,5,4.7,5
SPECTRAFORCE TECHNOLOGIES Inc.,3.6,4,3.6,2,3.6,23,3.6,5
SPECTRAFORCE TECHNOLOGIES Inc.,3.7,4,3.7,2,3.7,23,3.7,5
Spectrum,2.9,7,2.9,13,2.9,7,2.9,12
Spectrum Comm,3.8,2,3.8,2,3.8,24,3.8,5
Spectrum Communications & Consulting Inc.,3.3,2,3.3,2,3.3,31,3.3,4
Spectrum Communications and Consulting,3.3,2,3.3,2,3.3,31,3.3,4
Spectrum Communications and Consulting,3.4,2,3.4,2,3.4,31,3.4,4
Speridian Technologies LLC,3.8,4,3.8,2,3.8,20,3.8,5
Sphere Consulting (Chicago),4.9,2,4.9,2,4.9,18,4.9,4
Spin Master Ltd,2.7,5,2.7,3,2.7,29,2.7,10
"SPINS, LLC",3.5,3,3.5,2,3.5,28,3.5,6
Spirent Communications,3.5,5,3.5,3,3.5,87,3.5,8
Spireon,3.4,3,3.4,2,3.4,21,3.4,7
Splunk,4.1,5,4.1,3,4.1,20,4.1,9
Spok,3.5,4,3.5,3,3.5,39,3.5,7
Sprout Social,4.9,4,4.9,3,4.9,13,4.9,6
Sprouts Farmers Market,2.9,7,2.9,3,2.9,21,2.9,10
SPX Flow,2.8,6,2.8,3,2.8,8,2.8,10
Square,4,5,4,3,4,14,4,9
Square One Resources,4.3,2,4.3,2,4.3,28,4.3,6
Square Trade,3.5,3,3.5,2,3.5,24,3.5,10
SquareTrade,3.5,3,3.5,2,3.5,24,3.5,10
SRA OSS,3.3,2,3.3,2,3.3,17,3.3,4
SRG Woolf,4.6,1,4.6,2,4.6,28,4.6,4
SSI,3.3,1,3.3,2,3.3,45,3.3,3
SSM Health,3.5,7,3.5,8,3.5,149,3.5,10
SST Truck Company,3.3,7,3.3,3,3.3,121,3.3,12
St Pete College,3.8,5,3.8,8,3.8,96,3.8,6
St. Agnes Healthcare,2.9,7,2.9,8,2.9,24,2.9,7
St. Jude Children's Research Hospital,4.6,5,4.6,8,4.6,61,4.6,9
Staff Perm,5,1,5,2,5,10,5,2
"Staffigo Technical Services, LLC",5,2,5,2,5,15,5,6
Staffing Technologies,3.9,3,3.9,2,3.9,29,3.9,5
Staffmark,3.8,7,3.8,2,3.8,53,3.8,9
Staid Logic LLC,4.7,2,4.7,2,4.7,17,4.7,4
Stamps.com,3.2,5,3.2,3,3.2,27,3.2,7
STAND 8 Technology Services,3.9,2,3.9,2,3.9,14,3.9,4
Stanford Health Care,3.9,7,3.9,7,3.9,66,3.9,10
Stanford University,4.3,7,4.3,1,4.3,132,4.3,12
Stanley Steemer Int. Inc.,3.2,5,3.2,2,3.2,76,3.2,7
Stantec,3.7,7,3.7,3,3.7,69,3.7,9
Star One Credit Union,3.5,2,3.5,8,3.5,67,3.5,7
Star Tribune,3.1,5,3.1,2,3.1,158,3.1,7
Star Tribune Media Company,3.1,5,3.1,2,3.1,158,3.1,7
Starz,2.9,4,2.9,13,2.9,29,2.9,9
State Auto Insurance Companies,3.8,5,3.8,3,3.8,102,3.8,9
State Auto Insurance Companies,3.9,5,3.9,3,3.9,102,3.9,9
State Farm,3.3,7,3.3,2,3.3,101,3.3,12
State Farm Mutual Automobile Insurance Company,3.3,7,3.3,2,3.3,101,3.3,12
State of Oklahoma,3.3,7,3.3,6,3.3,33,3.3,12
State of Wisconsin,3,7,3,6,3,175,3,12
State Street Corporation,3.1,7,3.1,3,3.1,231,3.1,12
State Teachers Retirement System of Ohio,3.7,3,3.7,6,3.7,104,3.7,11
StateServ,4,3,4,2,4,19,4,7
STATS,2.7,4,2.7,2,2.7,42,2.7,6
STATS LLC,2.7,4,2.7,2,2.7,42,2.7,6
Stearns Lending,3.2,5,3.2,2,3.2,34,3.2,7
SteelHouse,3.9,2,3.9,2,3.9,14,3.9,7
Stefanini,3.4,7,3.4,13,3.4,36,3.4,9
Stein Mart,2.9,7,2.9,3,2.9,120,2.9,9
Steiner Electric,3,3,3,2,3,107,3,2
Steiner Electric Co,3,3,3,2,3,107,3,2
Steiner Electric Company,3,3,3,2,3,107,3,2
Stem,3.2,2,3.2,2,3.2,14,3.2,5
Stem Inc,3.2,2,3.2,2,3.2,14,3.2,5
Stepan,3.4,5,3.4,3,3.4,91,3.4,10
StepStone,3.8,5,3.8,2,3.8,27,3.8,7
"Sterling Bank and Trust, FSB",3.3,3,3.3,3,3.3,39,3.3,6
Sterling Engineering,4.5,3,4.5,2,4.5,54,4.5,5
Sterling Jewelers,2.9,7,2.9,3,2.9,73,2.9,11
Sterling National Bank,2.8,5,2.8,3,2.8,57,2.8,12
Steven Winter Associates,4,2,4,2,4,51,4,4
Stewart,4.3,3,4.3,2,4.3,29,4.3,5
Stewart Information Services,3.9,6,3.9,3,3.9,130,3.9,7
Stewart Title,3.9,6,3.9,3,3.9,130,3.9,7
STG International,4.4,5,4.4,2,4.4,26,4.4,6
Strata Decision Technology,4.3,3,4.3,13,4.3,27,4.3,6
"Strategic Analysis, Inc.",3.2,3,3.2,2,3.2,37,3.2,5
Strategic Employment,4.8,2,4.8,2,4.8,17,4.8,2
Strategic Resources Inc (SRI),2.5,4,2.5,2,2.5,35,2.5,6
Strategic Staffing Solutions,3.1,5,3.1,4,3.1,33,3.1,7
Strategic Systems,4.5,3,4.5,2,4.5,19,4.5,4
Streamline Healthcare,2.9,2,2.9,2,2.9,20,2.9,4
Streebo,4.1,2,4.1,2,4.1,15,4.1,2
Stress Engineering Services,2.9,2,2.9,10,2.9,51,2.9,7
Strike Social,4.3,2,4.3,2,4.3,10,4.3,6
Structured Communication Systems,3.4,2,3.4,2,3.4,31,3.4,6
STS Aviation,3.1,3,3.1,2,3.1,39,3.1,7
Subaru of America,3.8,5,3.8,13,3.8,55,3.8,8
Subex,3.2,4,3.2,3,3.2,31,3.2,5
Suddath Companies,3.3,5,3.3,2,3.3,104,3.3,7
Suffolk University,4.2,4,4.2,1,4.2,117,4.2,7
Sumeru,4.2,3,4.2,8,4.2,20,4.2,4
Sumitomo Mitsui Banking Corporation,3.4,7,3.4,3,3.4,27,3.4,12
Sumitomo Mitsui Banking Corporation (SMBC),3.4,7,3.4,3,3.4,27,3.4,12
Sun and Ski Sports,3.6,4,3.6,2,3.6,43,3.6,1
Sun Life,3.6,7,3.6,3,3.6,158,3.6,12
Sun West Mortgage,3.3,4,3.3,2,3.3,43,3.3,12
Suncor,2.5,7,2.5,3,2.5,56,2.5,12
Sundial Software,2.7,1,2.7,2,2.7,27,2.7,2
Sunrise Systems,3.7,4,3.7,2,3.7,33,3.7,5
Sunrise Systems Inc,3.7,4,3.7,2,3.7,33,3.7,5
"Sunrise Systems, Inc.",3.7,4,3.7,2,3.7,33,3.7,5
Sunrun,3.2,5,3.2,3,3.2,16,3.2,7
Sunstate Equipment,3.9,5,3.9,2,3.9,46,3.9,7
"Super Micro Computer, Inc. (Supermicro)",2.3,5,2.3,3,2.3,30,2.3,10
SURVICE Engineering Company,4.1,3,4.1,2,4.1,42,4.1,4
Sutter Health System,3.9,7,3.9,8,3.9,42,3.9,11
SWCA Environmental Consultants,3.7,4,3.7,2,3.7,42,3.7,7
Swca Inc,3.4,4,3.4,2,3.4,42,3.4,7
sweetgreen,3.2,5,3.2,2,3.2,16,3.2,2
Swift,3.3,5,3.3,2,3.3,50,3.3,8
Swift Refrigerated,3.3,7,3.3,3,3.3,57,3.3,10
Swift Transportation,3.3,7,3.3,3,3.3,57,3.3,10
Swinerton Builders,4,5,4,2,4,135,4,10
Swiss Re,3.8,7,3.8,3,3.8,160,3.8,12
Swoon,4.6,3,4.6,2,4.6,13,4.6,6
"SyaRose Technology Services, Inc.",4,1,4,2,4,8,4,4
Sycuan Casino,3.3,5,3.3,2,3.3,40,3.3,7
Synchronoss,3.2,5,3.2,3,3.2,23,3.2,7
Syncroness,3.9,2,3.9,2,3.9,25,3.9,4
Synechron,3.6,6,3.6,2,3.6,22,3.6,7
Synectics,3.3,3,3.3,2,3.3,39,3.3,5
Synectics for Management Decisions Inc,3.8,2,3.8,2,3.8,54,3.8,5
Synectics for Management Decisions Inc,3.9,2,3.9,2,3.9,54,3.9,5
Synectics Inc.,3.3,3,3.3,2,3.3,39,3.3,5
Synergis,3.9,3,3.9,2,3.9,26,3.9,5
Synergy Computer Solutions,3.9,1,3.9,2,3.9,28,3.9,2
Syniti,3.6,4,3.6,2,3.6,27,3.6,7
SYNNEX,3.3,7,3.3,3,3.3,43,3.3,12
SYNNEX Corporation,3.3,7,3.3,3,3.3,43,3.3,12
Syntelli Solutions,4.1,2,4.1,2,4.1,18,4.1,3
Syntelligent Analytic Solutions,4.4,2,4.4,2,4.4,13,4.4,2
"Syntelligent Analytic Solutions, LLC",4.4,2,4.4,2,4.4,13,4.4,2
Sysco,3.3,7,3.3,3,3.3,54,3.3,12
SysMind,4.1,2,4.1,2,4.1,24,4.1,5
Sysmind LLC,4.1,2,4.1,2,4.1,24,4.1,5
Systech Business Solutions,3.1,3,3.1,2,3.1,30,3.1,5
System One,3.7,6,3.7,2,3.7,44,3.7,8
System Soft Technologies,4.8,3,4.8,2,4.8,24,4.8,6
Systematix,3.8,4,3.8,2,3.8,48,3.8,4
Systems Evolution,4.6,3,4.6,2,4.6,31,4.6,6
Systems Integration Solutions,3.9,3,3.9,2,3.9,33,3.9,4
"Systems Planning and Analysis, Inc.",3.9,4,3.9,2,3.9,51,3.9,7
T. Rowe Price,3.6,6,3.6,3,3.6,86,3.6,10
TA Digital,3.7,4,3.7,2,3.7,23,3.7,5
Tachyon Technologies,4.4,3,4.4,2,4.4,12,4.4,4
Tachyon Technologies LLC,4.4,3,4.4,2,4.4,12,4.4,4
"TAD PGS, Inc",3.9,5,3.9,13,3.9,26,3.9,6
"TAD PGS, Inc.",3.9,5,3.9,13,3.9,26,3.9,6
Tahzoo,2.9,2,2.9,2,2.9,13,2.9,4
Tailored Management,4,2,4,2,4,58,4,6
TAJ Technologies Inc,3.4,2,3.4,2,3.4,36,3.4,4
"TAJ Technologies, Inc.",3.4,2,3.4,2,3.4,36,3.4,4
Takeda,3.7,7,3.7,3,3.7,242,3.7,12
Take-Two,3.7,5,3.7,3,3.7,30,3.7,9
"Take-Two Interactive Software, Inc.",3.7,5,3.7,3,3.7,30,3.7,9
Talan,3.7,5,3.7,2,3.7,21,3.7,7
Talend,4.4,5,4.4,3,4.4,17,4.4,7
Talener,2.6,2,2.6,2,2.6,16,2.6,4
TalentBridge,4.1,5,4.1,2,4.1,38,4.1,6
"TalentBurst, Inc.",3.9,4,3.9,2,3.9,21,3.9,6
TalentCare,4,1,4,2,4,10,4,1
Tallwave,3.3,2,3.3,2,3.3,14,3.3,2
Talon,4.4,2,4.4,2,4.4,22,4.4,5
Tandem Diabetes,3.6,5,3.6,3,3.6,17,3.6,6
Tandem Diabetes,3.8,5,3.8,3,3.8,17,3.8,6
Tandem Diabetes Care,3.6,5,3.6,3,3.6,17,3.6,6
Tanisha Systems Inc.,3.7,3,3.7,2,3.7,21,3.7,6
"Tanisha Systems, Inc.",3.7,3,3.7,2,3.7,21,3.7,6
Taos,4.3,4,4.3,2,4.3,34,4.3,7
Tapad,4.2,2,4.2,2,4.2,13,4.2,6
Tapcart,5,1,5,2,5,6,5,2
Targa,2.8,5,2.8,3,2.8,17,2.8,11
Target,3.5,7,3.5,3,3.5,61,3.5,12
Targetbase,3.9,1,3.9,13,3.9,44,3.9,3
Tarzana,3,4,3,2,3,52,3,5
Tata Consultancy Services,3.8,7,3.8,3,3.8,55,3.8,12
Tata Consultancy Services (North America),3.7,7,3.7,13,3.7,55,3.7,12
Taulia,4.4,3,4.4,2,4.4,14,4.4,6
Tavant,3.7,5,3.7,2,3.7,23,3.7,7
TBC Corporation,3.7,6,3.7,2,3.7,67,3.7,10
TBWA\Chiat\Day,2.7,5,2.7,3,2.7,55,2.7,7
TC Energy,4,6,4,3,4,72,4,12
"T-Cetra, LLC",3.7,2,3.7,2,3.7,16,3.7,3
TCG,4.7,2,4.7,2,4.7,29,4.7,5
TCL North America,3.5,7,3.5,3,3.5,42,3.5,12
TCW,3.6,4,3.6,13,3.6,41,3.6,5
TD Bank,3.9,7,3.9,3,3.9,168,3.9,12
TDI (Tetrad Digital Integrity),4.7,1,4.7,2,4.7,22,4.7,2
"TDIndustries, Inc",3.7,5,3.7,2,3.7,77,3.7,8
TDS Telecommunications,3.7,5,3.7,13,3.7,54,3.7,8
TE Connectivity,3.6,7,3.6,3,3.6,16,3.6,12
Tealium,3.6,3,3.6,2,3.6,15,3.6,7
TEAM Industrial Services,3,6,3,3,3,50,3,9
Team Rubicon,4.4,2,4.4,8,4.4,13,4.4,4
TeamSoft,4.7,3,4.7,2,4.7,27,4.7,6
Tech Air,3.9,3,3.9,2,3.9,88,3.9,7
Tech Mahindra (Americas) Inc.,3.7,7,3.7,3,3.7,37,3.7,10
Tech Providers Inc.,4.1,2,4.1,2,4.1,25,4.1,3
Tech Valley Talent,4.8,2,4.8,2,4.8,15,4.8,3
TechDigital Corporation,3.5,2,3.5,2,3.5,15,3.5,4
Techlink Systems,3.5,3,3.5,2,3.5,25,3.5,4
Technical Connections,4.2,1,4.2,2,4.2,39,4.2,4
Technicolor,3.4,7,3.4,3,3.4,108,3.4,10
Technology Navigators,3.9,2,3.9,2,3.9,24,3.9,4
Technology Partners,4.4,3,4.4,2,4.4,29,4.4,5
"Technomics, Inc",4,2,4,2,4,39,4,4
Technosoft Corporation,3.9,5,3.9,2,3.9,27,3.9,7
Technosoft Corporation,3.8,5,3.8,2,3.8,27,3.8,7
Technovert,3.9,2,3.9,2,3.9,11,3.9,2
Techpoint LLC,4.6,1,4.6,2,4.6,8,4.6,1
Techstyle Group LLC,3.1,5,3.1,2,3.1,13,3.1,7
Techtronic Industries North America,3.6,7,3.6,2,3.6,38,3.6,11
TechUSA,2.7,5,2.7,2,2.7,25,2.7,7
Techwave Consulting Inc,3.9,5,3.9,2,3.9,19,3.9,6
Techwave Consulting Inc.,3.9,5,3.9,2,3.9,19,3.9,6
Tecolote Research,3.8,4,3.8,2,3.8,50,3.8,6
Tecture,3.7,1,3.7,2,3.7,21,3.7,2
TEEMA,4.7,3,4.7,2,4.7,15,4.7,6
Tek Leaders,3.5,4,3.5,2,3.5,7,3.5,6
"TekCom Resources, Inc.",4.9,2,4.9,2,4.9,18,4.9,4
TekPartners,4.3,4,4.3,13,4.3,21,4.3,2
Teksalt,5,1,5,2,5,16,5,2
Tekstrom Inc,4.6,1,4.6,2,4.6,24,4.6,4
TEKsystems,3.9,5,3.9,13,3.9,40,3.9,10
"TEKsystems, Inc",3.9,5,3.9,13,3.9,40,3.9,10
Tekvista Inc,4.7,2,4.7,2,4.7,18,4.7,3
TekWissen_LLC,4.5,4,4.5,2,4.5,14,4.5,5
Teladoc,3.4,5,3.4,3,3.4,21,3.4,7
Teledoc,3.4,5,3.4,3,3.4,21,3.4,7
Teledyne Technologies,3.1,6,3.1,3,3.1,24,3.1,10
Teleflex,3.6,7,3.6,3,3.6,80,3.6,10
Teleflex Incorporated,3.6,7,3.6,3,3.6,80,3.6,10
Telephone & Data Systems,3.1,7,3.1,3,3.1,54,3.1,11
Telligen,3.6,4,3.6,2,3.6,51,3.6,6
Telophase,4.8,2,4.8,2,4.8,24,4.8,4
Telophase Corporation,4.8,2,4.8,2,4.8,24,4.8,4
TelTech,4.8,2,4.8,3,4.8,18,4.8,3
Tembec,2.9,5,2.9,3,2.9,51,2.9,9
Temple University,4.1,6,4.1,1,4.1,135,4.1,10
TemPositions,3.5,2,3.5,2,3.5,61,3.5,4
Tempus,3.3,2,3.3,2,3.3,24,3.3,9
Tenaska,4.2,4,4.2,2,4.2,36,4.2,11
"Tentek, Inc.",2.6,2,2.6,2,2.6,31,2.6,4
Tepa,3.3,3,3.3,2,3.3,18,3.3,7
Teradata Corporation,3.7,7,3.7,3,3.7,44,3.7,10
Terminix,3.2,6,3.2,13,3.2,37,3.2,8
Terracon,3.5,5,3.5,2,3.5,58,3.5,8
Tesla Motors,3.4,7,3.4,3,3.4,20,3.4,10
Tetra Tech,3.7,7,3.7,3,3.7,57,3.7,10
"Tetra Tech, Inc.",3.7,7,3.7,3,3.7,57,3.7,10
Teva Pharmaceuticals,3.3,7,3.3,3,3.3,122,3.3,12
Texas Association of Counties,4.1,2,4.1,8,4.1,54,4.1,3
Texas Biomedical Research,3.3,3,3.3,8,3.3,82,3.3,6
Texas Capital Bancshares,3.9,5,3.9,3,3.9,25,3.9,8
Texas Dow Employees Credit Union,3.1,4,3.1,8,3.1,68,3.1,7
Texas Health Resources,4.1,7,4.1,8,4.1,26,4.1,8
Texas Municipal Retirement System,4,2,4,6,4,76,4,3
Texas Mutual,3.4,4,3.4,2,3.4,32,3.4,9
Texas Southern University,3.9,5,3.9,1,3.9,96,3.9,7
Textron,3.3,7,3.3,3,3.3,100,3.3,12
Thales,2.9,7,2.9,3,2.9,23,2.9,12
"Thanx Media, Inc.",4.2,1,4.2,2,4.2,18,4.2,3
The Actors Fund,3.8,3,3.8,8,3.8,141,3.8,5
The Aerospace Corporation,3.9,5,3.9,8,3.9,63,3.9,9
The Ascent Services Group,4.6,5,4.6,2,4.6,23,4.6,7
The AZEK Company,3.5,5,3.5,2,3.5,40,3.5,8
The Bank of New York Mellon,3.2,7,3.2,3,3.2,239,3.2,12
The Bergaila Companies,3,3,3,2,3,36,3,7
The Blackstone Group,3.8,5,3.8,3,3.8,38,3.8,11
The Boston Consulting Group,4.3,7,4.3,2,4.3,60,4.3,3
The Buffalo Group,4.2,4,4.2,2,4.2,13,4.2,7
"The Buffalo Group, LLC",4.2,4,4.2,2,4.2,13,4.2,7
The Carrera Agency,4.9,2,4.9,2,4.9,21,4.9,4
The CE Shop,3.8,2,3.8,2,3.8,18,3.8,4
The Chicago Housing Authority,3.2,5,3.2,2,3.2,89,3.2,1
The Chicago Lighthouse,3.3,4,3.3,2,3.3,117,3.3,5
The Clorox Company,3.9,6,3.9,3,3.9,110,3.9,11
The Connors Group,5,1,5,2,5,22,5,1
The CRS Group,4.7,2,4.7,2,4.7,29,4.7,4
The CSI Companies,3,2,3,2,3,29,3,7
The Fountain Group,3.6,5,3.6,2,3.6,22,3.6,6
The Geneva Foundation,4.4,3,4.4,8,4.4,30,4.4,5
The Home Depot,3.6,7,3.6,3,3.6,45,3.6,12
The Honest Company,3.1,3,3.1,2,3.1,11,3.1,7
The J. M. Smucker Company,3.3,6,3.3,3,3.3,126,3.3,11
"The Jane Pauley Community Health Center, Inc",2.9,3,2.9,8,2.9,14,2.9,4
The Judge Group,3.5,5,3.5,2,3.5,53,3.5,7
"The Judge Group, Inc.",3.5,5,3.5,2,3.5,53,3.5,7
The Main Street America Group,3.5,4,3.5,2,3.5,100,3.5,9
The Marketing Arm,3.5,4,3.5,3,3.5,30,3.5,5
The Menninger Clinic,3.5,3,3.5,7,3.5,98,3.5,5
The Mercadien Group,3.7,2,3.7,2,3.7,60,3.7,5
The Nature's Bounty Co.,2.9,5,2.9,2,2.9,52,2.9,10
The New School,3.7,5,3.7,1,3.7,104,3.7,7
The Ohio State University,4.2,7,4.2,1,4.2,153,4.2,11
The Paragon Group,2.9,5,2.9,3,2.9,38,2.9,8
The Play Station,3.5,6,3.5,13,3.5,29,3.5,12
The Polyclinic,3.1,5,3.1,10,3.1,63,3.1,7
The Provident Bank,3,4,3,13,3,184,3,7
The Revenue Optimization Companies (T-ROC),2.6,6,2.6,2,2.6,23,2.6,7
The Richards Group,3.7,4,3.7,2,3.7,66,3.7,7
The Scripps Research Institute,3.9,5,3.9,8,3.9,26,3.9,6
The Scripps Research Institute,4,5,4,8,4,26,4,6
The Seed Company,3.7,2,3.7,2,3.7,116,3.7,6
The Segal Group,3.2,5,3.2,2,3.2,84,3.2,7
"The Squires Group, Inc",4.2,2,4.2,2,4.2,28,4.2,4
The University of Chicago,4,7,4,1,4,133,4,10
The University of Texas at Austin,4.3,7,4.3,1,4.3,140,4.3,9
The University of Texas at Dallas,4.3,5,4.3,1,4.3,54,4.3,7
The University of Texas Medical Branch,3.5,7,3.5,7,3.5,132,3.5,9
The Walt Disney Company,4,7,4,3,4,100,4,12
The Wonderful Company,3.6,6,3.6,2,3.6,43,3.6,10
The Wonderful Company LLC,3.6,6,3.6,2,3.6,43,3.6,10
Themesoft Inc,3.9,2,3.9,2,3.9,19,3.9,6
Thermo Fisher Scientific,3.4,7,3.4,3,3.4,121,3.4,12
Thermo Fisher Scientific,3.5,7,3.5,3,3.5,121,3.5,12
Thermon,3.1,3,3.1,3,3.1,69,3.1,6
Thomas Jefferson University Hospital,3.7,6,3.7,8,3.7,199,3.7,9
Thomson Reuters,4,7,4,3,4,15,4,11
Thrivent,3.3,6,3.3,8,3.3,121,3.3,11
"TierPoint, LLC",3.5,4,3.5,2,3.5,13,3.5,7
Tiger Analytics,4.6,3,4.6,2,4.6,12,4.6,4
Tillster,3.3,2,3.3,2,3.3,22,3.3,5
Tilson Technology Management,4.5,4,4.5,2,4.5,26,4.5,7
Time Warner Cable,3.7,7,3.7,13,3.7,20,3.7,12
TimeClock Plus,3.7,3,3.7,2,3.7,35,3.7,6
Timken,3.3,7,3.3,3,3.3,124,3.3,10
Tista Science and Technology Corporation,3.1,4,3.1,2,3.1,18,3.1,3
Tista Science and Technology Corporation,3.2,4,3.2,2,3.2,18,3.2,3
Titanium Cobra Solutions,5,1,5,3,5,13,5,10
T-Mobile,4,7,4,3,4,22,4,12
T-Mobile,4.1,7,4.1,3,4.1,22,4.1,12
TMP WORLDWIDE,3.6,4,3.6,2,3.6,17,3.6,7
TMS LLC,2.4,2,2.4,2,2.4,12,2.4,2
Tokyo Electron America,3.7,7,3.7,3,3.7,60,3.7,11
Toll Brothers,3.4,6,3.4,3,3.4,56,3.4,11
"Total Airport Services, LLC",2.4,5,2.4,2,2.4,19,2.4,6
"Total System Services, Inc.",3,7,3,3,3,40,3,10
Total Wine & More,2.9,5,2.9,2,2.9,32,2.9,10
TotalMed Staffing,3.3,3,3.3,2,3.3,18,3.3,7
TotalMed Staffing,3.4,3,3.4,2,3.4,18,3.4,7
Townsend & Associates,2.7,2,2.7,3,2.7,24,2.7,2
"Townsend & Associates, Inc.",2.7,2,2.7,3,2.7,24,2.7,2
Toyota Financial Services,3.6,7,3.6,3,3.6,66,3.6,12
Toyota Motor Corporation,3.6,7,3.6,3,3.6,66,3.6,12
Toyota North America,3.6,7,3.6,3,3.6,66,3.6,12
"TPI Composites, Inc.",3.4,7,3.4,3,3.4,55,3.4,9
Trace3,3.3,4,3.3,2,3.3,21,3.3,9
Tractor Supply,3.3,7,3.3,3,3.3,85,3.3,11
Tractor Supply Co,3.3,7,3.3,3,3.3,85,3.3,11
TransCore,2.9,5,2.9,13,2.9,19,2.9,7
TransNational Payments,3.7,2,3.7,2,3.7,24,3.7,4
TransPerfect,2.8,5,2.8,2,2.8,31,2.8,8
Transportation Insight,3.7,2,3.7,2,3.7,24,3.7,8
Transystems,3.2,4,3.2,2,3.2,57,3.2,7
"Tranzeal, Inc.",3.4,2,3.4,2,3.4,63,3.4,4
Travis County,3.9,5,3.9,6,3.9,183,3.9,8
Travis County,3.8,5,3.8,6,3.8,183,3.8,8
"Travis County, Texas",3.8,5,3.8,6,3.8,183,3.8,8
Tredence,3.5,4,3.5,2,3.5,10,3.5,4
TreeHouse Foods,2.6,7,2.6,3,2.6,18,2.6,11
TreeHouse Foods,2.5,7,2.5,3,2.5,18,2.5,11
"TreeHouse Foods, Inc.",2.5,7,2.5,3,2.5,18,2.5,11
"TrellisWare Technologies, Inc",3.6,2,3.6,2,3.6,23,3.6,5
TRENCH PLATE RENTAL CO,3,4,3,2,3,43,3,6
Trend Micro,4,6,4,3,4,35,4,9
Tri Counties Bank,3.3,4,3.3,3,3.3,48,3.3,7
Tribalco,3.7,2,3.7,2,3.7,19,3.7,7
Tribune Publishing,2.7,5,2.7,3,2.7,9,2.7,8
TriCom Technical Services,4.9,2,4.9,2,4.9,29,4.9,4
Trigyn,3.8,5,3.8,2,3.8,24,3.8,6
Trillium Solutions Group,4.8,1,4.8,10,4.8,21,4.8,2
Trimble,3.9,7,3.9,3,3.9,45,3.9,10
Trimble Transportation,3,5,3,13,3,29,3,7
TriNet,3.3,5,3.3,3,3.3,35,3.3,10
Trinity Health,3.3,7,3.3,8,3.3,47,3.3,4
Trinity Industries,3,7,3,3,3,90,3,11
Trinus Corp,4.1,2,4.1,2,4.1,28,4.1,4
Trio Electric,2.9,3,2.9,2,2.9,20,2.9,5
Tri-Starr Personnel,4.5,1,4.5,2,4.5,37,4.5,1
Triumph Enterprises,3.7,2,3.7,2,3.7,18,3.7,5
Triumph Group,2.7,7,2.7,3,2.7,30,2.7,10
TriWest Healthcare Alliance,2.5,5,2.5,2,2.5,27,2.5,6
TriWest Healthcare Alliance,2.6,5,2.6,2,2.6,27,2.6,6
True Group,4.1,3,4.1,2,4.1,19,4.1,4
True Value,3.4,5,3.4,2,3.4,75,3.4,9
TrueCar,2.7,4,2.7,3,2.7,18,2.7,7
TrueNet Communications,3.1,3,3.1,2,3.1,38,3.1,7
TSR Consulting,3.6,3,3.6,3,3.6,54,3.6,6
"TSR, Inc.",3.6,3,3.6,3,3.6,54,3.6,6
TSYS,3,7,3,3,3,40,3,10
TTI Floor Care North America Inc.,3.2,4,3.2,13,3.2,16,3.2,8
"TTI of USA, Inc.",2.6,3,2.6,2,2.6,28,2.6,4
"TTI, Inc.",3.6,5,3.6,13,3.6,52,3.6,10
Tufts Medical Center,3.5,5,3.5,2,3.5,227,3.5,8
Turner Broadcasting,3.7,7,3.7,13,3.7,20,3.7,12
